FlightId,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
66440,c-9,c-3,c-7,1253,OO,ACV,SFO,250,0
66441,c-9,c-30,c-6,754,WN,SAN,SMF,480,0
66442,c-3,c-16,c-3,1447,UA,BWI,DEN,1491,0
66443,c-12,c-24,c-7,1903,UA,DEN,PHX,602,1
66444,c-3,c-2,c-4,1035,EV,CRW,ATL,363,0
66445,c-8,c-17,c-3,1429,WN,LAS,SAN,258,0
66446,c-4,c-27,c-4,1309,B6,RSW,BOS,1249,0
66447,c-12,c-11,c-1,1614,WN,DAL,SAT,248,0
66448,c-3,c-23,c-4,630,AA,MIA,STT,1107,1
66449,c-9,c-25,c-7,1244,US,CLT,MCI,809,0
66450,c-11,c-14,c-1,1220,MQ,CID,DFW,685,0
66451,c-3,c-26,c-6,1316,UA,ORD,RIC,642,0
66452,c-5,c-26,c-5,1835,WN,SMF,PHX,647,1
66453,c-1,c-29,c-7,1535,WN,ABQ,DAL,580,0
66454,c-1,c-31,c-2,1605,XE,ORD,CLE,316,0
66455,c-5,c-8,c-7,1108,XE,JAX,IAH,817,0
66456,c-6,c-22,c-4,732,DL,ATL,MIA,595,0
66457,c-12,c-5,c-2,1049,AA,DFW,ORD,802,0
66458,c-10,c-1,c-7,1430,YV,IAD,GSO,239,0
66459,c-8,c-18,c-5,2055,WN,ONT,OAK,361,0
66460,c-5,c-30,c-2,1157,DL,FLL,ATL,581,0
66461,c-1,c-14,c-5,1414,DH,TYS,MCO,532,0
66462,c-11,c-12,c-6,1329,OO,LAX,SNA,36,0
66463,c-11,c-14,c-2,1943,AA,MCO,ORD,1005,0
66464,c-5,c-3,c-3,650,OH,OMA,CVG,614,0
66465,c-7,c-3,c-1,1656,MQ,LAX,FAT,209,0
66466,c-8,c-22,c-2,1236,FL,MLI,ATL,633,0
66467,c-11,c-1,c-3,1745,OH,JFK,BUF,301,0
66468,c-8,c-3,c-4,1302,CO,SAT,IAH,191,1
66469,c-9,c-24,c-6,926,DL,PDX,SLC,630,0
66470,c-9,c-30,c-6,1835,F9,IND,DEN,977,0
66471,c-9,c-30,c-6,1437,US,OMA,PHX,1037,0
66472,c-4,c-29,c-5,2150,OH,CVG,AZO,225,0
66473,c-1,c-23,c-1,1935,WN,OAK,ABQ,889,0
66474,c-10,c-8,c-6,1324,DL,MKE,ATL,669,1
66475,c-2,c-5,c-7,557,OO,COD,SLC,298,0
66476,c-11,c-6,c-1,1721,OO,MRY,LAX,267,0
66477,c-9,c-18,c-7,1405,EV,ATL,SHV,552,0
66478,c-2,c-14,c-1,1339,US,DFW,CLT,936,0
66479,c-10,c-17,c-2,1935,WN,MDW,SAN,1728,0
66480,c-3,c-20,c-1,1523,MQ,SBA,LAX,89,0
66481,c-12,c-28,c-4,1420,HA,HNL,SAN,2614,1
66482,c-7,c-21,c-4,1410,WN,MDW,CMH,284,1
66483,c-1,c-19,c-4,2053,MQ,BOS,JFK,187,0
66484,c-7,c-23,c-6,934,XE,IAH,DAL,217,0
66485,c-7,c-10,c-7,755,MQ,DFW,SDF,733,0
66486,c-7,c-1,c-5,2105,OO,PDX,MFR,222,1
66487,c-4,c-5,c-2,1029,NW,MSP,TPA,1307,0
66488,c-9,c-20,c-2,1624,UA,LAX,DEN,862,0
66489,c-1,c-8,c-6,818,UA,BOS,ORD,867,0
66490,c-10,c-11,c-3,2205,UA,ORD,SFO,1846,1
66491,c-6,c-25,c-7,826,US,FLL,CLT,631,0
66492,c-7,c-11,c-1,2045,MQ,ORD,DSM,299,0
66493,c-8,c-1,c-2,837,AA,DCA,MIA,920,0
66494,c-2,c-17,c-4,847,OH,CVG,TOL,181,0
66495,c-3,c-31,c-4,1414,US,DCA,DFW,1192,0
66496,c-10,c-13,c-4,743,DL,MCO,LGA,950,0
66497,c-12,c-13,c-2,1212,AA,ORD,IAH,925,0
66498,c-5,c-22,c-1,553,FL,LGA,ATL,761,0
66499,c-4,c-25,c-2,1459,OO,SEA,SLC,689,0
66500,c-5,c-15,c-1,645,OH,BOS,JFK,187,0
66501,c-1,c-20,c-5,728,MQ,ORD,XNA,522,0
66502,c-2,c-24,c-4,1126,OO,LAS,PSP,173,1
66503,c-9,c-30,c-5,739,DL,SFO,JFK,2586,0
66504,c-5,c-25,c-3,1831,AS,EWR,SEA,2401,1
66505,c-1,c-17,c-1,1835,WN,BNA,HOU,670,0
66506,c-2,c-13,c-1,1214,AA,SMF,DFW,1431,0
66507,c-9,c-8,c-4,1455,WN,BHM,PHX,1455,0
66508,c-5,c-4,c-3,1930,WN,HOU,DAL,239,0
66509,c-8,c-25,c-4,839,NW,MSO,MSP,1013,0
66510,c-8,c-25,c-5,1240,EV,FCA,SLC,532,0
66511,c-8,c-20,c-6,610,EV,ISP,ATL,795,0
66512,c-10,c-13,c-4,1821,HP,PHX,DFW,868,0
66513,c-4,c-11,c-2,835,WN,OMA,MDW,423,0
66514,c-4,c-3,c-1,547,FL,EWR,ATL,745,0
66515,c-11,c-15,c-3,1950,OH,BOS,BWI,370,1
66516,c-6,c-5,c-7,715,NW,DFW,MEM,432,1
66517,c-4,c-28,c-5,1145,WN,CRP,HOU,187,0
66518,c-10,c-3,c-1,1230,CO,MSY,EWR,1167,1
66519,c-6,c-13,c-2,1310,CO,EWR,PBI,1024,0
66520,c-4,c-17,c-1,855,B6,JFK,RSW,1074,0
66521,c-6,c-15,c-4,1350,WN,ABQ,SLC,493,1
66522,c-4,c-7,c-5,1750,MQ,MRY,LAX,267,0
66523,c-1,c-10,c-1,1638,WN,LAX,OAK,337,0
66524,c-1,c-20,c-4,2100,MQ,RDU,BOS,612,1
66525,c-10,c-28,c-5,1240,US,PHL,PBI,951,0
66526,c-6,c-6,c-2,1000,EV,ATL,DSM,743,0
66527,c-8,c-20,c-7,1431,WN,SAT,DAL,248,0
66528,c-4,c-9,c-7,1841,MQ,SYR,ORD,607,1
66529,c-4,c-4,c-1,1622,UA,TPA,ORD,1012,0
66530,c-5,c-1,c-1,1107,UA,SFO,DEN,967,0
66531,c-7,c-19,c-2,1454,OO,BFL,LAX,109,0
66532,c-12,c-23,c-6,1538,AA,JFK,SFO,2586,0
66533,c-3,c-4,c-6,1405,MQ,ORD,ROC,528,0
66534,c-8,c-4,c-4,910,WN,TPA,LAS,1984,0
66535,c-12,c-3,c-6,1557,NW,MSP,EWR,1008,1
66536,c-3,c-2,c-4,1248,EV,ATL,SYR,793,0
66537,c-1,c-14,c-5,1840,WN,PBI,PHL,951,1
66538,c-3,c-13,c-1,1809,MQ,CVG,DFW,812,0
66539,c-8,c-17,c-4,2002,FL,PHL,MCO,861,0
66540,c-8,c-23,c-2,2118,NW,DTW,IAD,383,0
66541,c-1,c-5,c-4,1900,WN,LAS,SJC,386,0
66542,c-10,c-11,c-2,1550,XE,MEM,EWR,946,1
66543,c-1,c-27,c-4,836,HA,SEA,HNL,2677,0
66544,c-12,c-29,c-5,1946,NW,DTW,PHX,1671,0
66545,c-9,c-8,c-5,1915,NW,MSP,SDF,603,0
66546,c-7,c-20,c-4,556,AA,DEN,LAX,862,0
66547,c-3,c-21,c-2,557,MQ,PIA,ORD,130,0
66548,c-8,c-26,c-5,705,UA,MCO,SFO,2445,0
66549,c-6,c-9,c-4,1455,DL,IND,ATL,432,0
66550,c-5,c-11,c-4,833,UA,DEN,SEA,1024,0
66551,c-9,c-24,c-7,806,MQ,RDU,BOS,612,0
66552,c-11,c-27,c-1,853,OO,SFO,MRY,77,0
66553,c-5,c-21,c-7,1058,CO,IAH,DCA,1208,0
66554,c-10,c-10,c-2,1100,EV,ATL,FSD,954,1
66555,c-10,c-28,c-5,1936,MQ,BOS,RDU,612,1
66556,c-5,c-17,c-2,554,US,DCA,LGA,214,0
66557,c-8,c-10,c-4,645,MQ,GRB,ORD,174,0
66558,c-1,c-30,c-7,1924,AA,OMA,DFW,583,0
66559,c-8,c-17,c-3,1307,UA,SFO,JFK,2586,0
66560,c-12,c-30,c-6,2256,UA,KOA,LAX,2504,1
66561,c-11,c-13,c-1,1500,WN,ELP,SAT,496,0
66562,c-6,c-13,c-1,1739,B6,JFK,SJC,2569,0
66563,c-1,c-13,c-5,1517,CO,CLE,BOS,563,0
66564,c-5,c-29,c-7,927,US,PHL,BDL,196,0
66565,c-10,c-5,c-4,1846,MQ,DFW,LEX,785,0
66566,c-1,c-20,c-5,2101,AS,BET,ANC,399,1
66567,c-9,c-17,c-7,619,OO,MSN,DEN,826,0
66568,c-8,c-2,c-2,1417,NW,BZN,MSP,874,1
66569,c-2,c-4,c-6,1838,UA,SFO,LAS,414,0
66570,c-4,c-20,c-3,1720,FL,MCO,ATL,403,0
66571,c-9,c-16,c-6,854,AA,JFK,LAX,2475,0
66572,c-7,c-31,c-1,1105,OO,SFO,RDD,199,1
66573,c-10,c-13,c-4,1140,NW,MSP,SFO,1589,0
66574,c-5,c-22,c-1,1107,MQ,RDU,AUS,1162,0
66575,c-7,c-7,c-5,1210,NW,IAH,DTW,1076,0
66576,c-10,c-10,c-2,1435,US,CHS,CLT,168,1
66577,c-9,c-10,c-6,1001,US,DCA,ALB,318,0
66578,c-5,c-8,c-1,1152,XE,IAH,BTR,253,0
66579,c-9,c-24,c-7,1541,OO,DEN,CID,692,0
66580,c-4,c-12,c-2,725,WN,BNA,PHX,1448,0
66581,c-3,c-6,c-1,744,XE,IAH,JAX,817,0
66582,c-6,c-21,c-3,906,UA,DEN,MSP,680,0
66583,c-3,c-29,c-3,1320,US,BOS,PHL,280,0
66584,c-5,c-1,c-1,849,OO,SFO,RDD,199,0
66585,c-3,c-1,c-2,1356,US,DCA,MSY,969,0
66586,c-12,c-12,c-2,920,NW,CLT,DTW,500,0
66587,c-8,c-8,c-2,1033,WN,LBB,LAS,775,0
66588,c-5,c-1,c-1,1116,NW,MSP,BOI,1142,0
66589,c-7,c-17,c-1,1645,WN,STL,MCI,237,1
66590,c-6,c-28,c-3,1040,MQ,JAN,DFW,408,0
66591,c-8,c-26,c-6,1648,DL,ATL,MIA,595,0
66592,c-1,c-27,c-4,1002,DL,JFK,FLL,1069,0
66593,c-4,c-18,c-1,853,NW,MEM,LGA,963,0
66594,c-5,c-6,c-5,624,XE,BDL,CLE,475,0
66595,c-8,c-5,c-5,1511,UA,DEN,RNO,804,0
66596,c-9,c-9,c-5,843,US,PIT,LAX,2136,0
66597,c-9,c-27,c-2,1420,MQ,DAY,MIA,999,0
66598,c-9,c-29,c-5,1653,AA,DFW,DEN,641,0
66599,c-6,c-6,c-1,1500,AA,SAN,DFW,1171,0
66600,c-6,c-2,c-5,934,YV,LGB,PHX,355,0
66601,c-4,c-26,c-3,1827,AA,ORD,PDX,1739,0
66602,c-7,c-30,c-7,1736,CO,EWR,SAN,2425,0
66603,c-12,c-19,c-1,2106,CO,PBI,EWR,1024,0
66604,c-8,c-17,c-3,2356,EV,ATL,SHV,552,1
66605,c-7,c-2,c-6,1825,OH,DCA,CHS,444,0
66606,c-4,c-11,c-1,603,UA,BWI,ORD,622,0
66607,c-9,c-15,c-5,908,UA,SNA,DEN,846,0
66608,c-8,c-15,c-2,758,EV,AGS,ATL,143,0
66609,c-10,c-19,c-3,755,US,CLT,LGA,544,0
66610,c-9,c-19,c-1,1712,AS,SEA,SJC,697,0
66611,c-9,c-24,c-7,943,AA,SAN,DFW,1171,0
66612,c-2,c-1,c-2,1455,WN,RNO,OAK,180,0
66613,c-5,c-2,c-1,828,AA,TUL,ORD,585,0
66614,c-1,c-3,c-2,803,XE,JAX,IAH,817,0
66615,c-9,c-23,c-5,1744,OH,CVG,SRQ,812,0
66616,c-2,c-25,c-6,534,FL,HOU,ATL,696,0
66617,c-6,c-23,c-5,1006,CO,IAH,SAN,1303,1
66618,c-6,c-15,c-3,1624,US,PHL,SEA,2378,0
66619,c-3,c-9,c-3,657,HP,SFO,PHX,651,0
66620,c-10,c-2,c-7,614,MQ,PIA,DFW,673,0
66621,c-9,c-27,c-2,640,WN,OAK,PHX,646,0
66622,c-9,c-7,c-4,1414,XE,IAH,BNA,657,0
66623,c-11,c-14,c-2,640,US,PVD,CLT,683,0
66624,c-7,c-10,c-1,1002,B6,JFK,BOS,187,0
66625,c-6,c-23,c-5,1224,UA,OGG,LAX,2486,0
66626,c-8,c-25,c-5,2158,CO,EWR,MDW,711,1
66627,c-1,c-5,c-3,2142,TZ,MDW,PHX,1444,1
66628,c-6,c-20,c-1,1516,MQ,MKE,DFW,853,1
66629,c-1,c-20,c-5,600,OO,PDX,EUG,106,0
66630,c-10,c-23,c-1,1020,CO,IAH,SAT,191,0
66631,c-2,c-12,c-7,724,UA,CLT,DEN,1337,0
66632,c-12,c-17,c-6,837,CO,ATL,IAH,689,0
66633,c-10,c-10,c-2,1048,UA,BOS,IAD,413,0
66634,c-11,c-22,c-2,1953,DL,ATL,DTW,594,0
66635,c-8,c-12,c-5,1844,OO,DSM,ORD,299,0
66636,c-2,c-3,c-4,638,AA,ATL,DFW,732,0
66637,c-5,c-10,c-2,2153,AS,SEA,FAI,1533,0
66638,c-2,c-19,c-7,1440,OH,CVG,SBN,203,0
66639,c-1,c-28,c-5,754,NW,DFW,MSP,852,0
66640,c-5,c-27,c-5,1456,HP,PHX,ELP,347,0
66641,c-4,c-5,c-2,1803,DL,DCA,ATL,547,0
66642,c-11,c-12,c-6,604,UA,LAX,SFO,337,0
66643,c-9,c-2,c-5,845,F9,DEN,DCA,1476,0
66644,c-8,c-11,c-4,1335,AA,DFW,PHL,1302,1
66645,c-1,c-5,c-4,955,WN,MCO,PHL,861,0
66646,c-5,c-1,c-7,1526,NW,DTW,MKE,238,0
66647,c-7,c-10,c-7,845,UA,SFO,BOS,2704,0
66648,c-7,c-8,c-6,1724,US,MCO,PHX,1848,0
66649,c-6,c-30,c-4,1835,OO,SLC,SFO,599,0
66650,c-10,c-21,c-6,2232,UA,LAX,IAD,2288,1
66651,c-1,c-12,c-4,1920,US,PHL,RDU,336,1
66652,c-6,c-15,c-3,1509,OO,SUN,SLC,223,0
66653,c-11,c-5,c-6,745,MQ,CRP,DFW,354,0
66654,c-11,c-29,c-2,1847,NW,FAR,MSP,223,1
66655,c-5,c-8,c-7,1511,NW,DTW,DFW,987,0
66656,c-4,c-20,c-3,1513,MQ,HOU,DFW,247,0
66657,c-1,c-13,c-4,1301,OO,RDM,SFO,462,0
66658,c-12,c-29,c-5,635,WN,SEA,RNO,564,0
66659,c-1,c-15,c-6,1538,NW,BNA,DTW,457,0
66660,c-6,c-27,c-2,1507,XE,DFW,CLE,1021,1
66661,c-12,c-30,c-5,1349,DL,JAN,ATL,341,0
66662,c-7,c-5,c-2,1906,AA,TPA,LGA,1011,1
66663,c-6,c-4,c-7,646,OO,FAR,DEN,627,0
66664,c-10,c-5,c-4,1115,OH,MSP,CVG,596,0
66665,c-9,c-15,c-5,2133,B6,RSW,JFK,1074,1
66666,c-4,c-22,c-5,839,UA,SFO,PDX,550,0
66667,c-11,c-8,c-2,827,EV,MCI,SLC,919,0
66668,c-5,c-31,c-3,1716,NW,DTW,IND,231,0
66669,c-3,c-26,c-7,1929,MQ,ORD,LEX,323,1
66670,c-9,c-23,c-5,1143,XE,CLE,BUF,192,1
66671,c-8,c-29,c-1,1228,CO,ONT,IAH,1334,0
66672,c-8,c-18,c-5,1629,AA,DFW,ANC,3043,0
66673,c-9,c-29,c-5,2036,XE,CLE,DFW,1021,0
66674,c-10,c-8,c-7,1844,WN,ONT,SJC,333,0
66675,c-3,c-28,c-2,1226,YV,HDN,DEN,142,0
66676,c-5,c-3,c-3,1112,AA,MIA,ORD,1197,0
66677,c-2,c-3,c-4,1842,DL,ATL,ABQ,1269,0
66678,c-3,c-10,c-5,1252,US,SJU,BOS,1674,0
66679,c-9,c-3,c-6,2132,DL,ATL,BOS,946,0
66680,c-3,c-1,c-2,1817,FL,MKE,TPA,1075,0
66681,c-4,c-10,c-7,1156,HP,SNA,LAS,226,0
66682,c-2,c-23,c-4,906,NW,DTW,MCI,629,0
66683,c-1,c-9,c-1,1814,NW,DFW,DTW,987,1
66684,c-1,c-25,c-3,1602,DL,JAX,ATL,270,0
66685,c-3,c-29,c-3,1434,XE,IAH,ELP,667,0
66686,c-5,c-4,c-3,1614,HP,PHX,PDX,1009,0
66687,c-7,c-14,c-4,1213,EV,DAY,ATL,432,1
66688,c-9,c-11,c-1,810,WN,TUL,DAL,237,0
66689,c-11,c-2,c-4,925,WN,STL,MDW,251,0
66690,c-6,c-8,c-3,1120,FL,MCO,BWI,787,0
66691,c-10,c-3,c-1,1915,NW,DTW,GRB,288,0
66692,c-3,c-16,c-3,1053,HA,LIH,HNL,102,0
66693,c-5,c-5,c-5,622,F9,AUS,DEN,775,0
66694,c-6,c-8,c-4,1726,MQ,SAN,LAX,109,0
66695,c-6,c-3,c-5,1457,AA,DFW,ORD,802,0
66696,c-6,c-27,c-1,839,US,TPA,CLT,508,0
66697,c-11,c-3,c-4,655,MQ,BGR,BOS,201,0
66698,c-2,c-1,c-2,1753,UA,LAX,ORD,1745,0
66699,c-12,c-16,c-5,1638,DL,TPA,ATL,406,0
66700,c-12,c-1,c-4,1207,AA,DFW,SFO,1464,1
66701,c-1,c-14,c-6,1438,NW,MEM,LIT,129,0
66702,c-9,c-30,c-5,1544,XE,EWR,SAV,708,0
66703,c-9,c-9,c-5,1026,HP,LAS,LAX,236,0
66704,c-3,c-20,c-1,1538,MQ,GRK,DFW,134,1
66705,c-11,c-28,c-1,635,OH,JAX,JFK,829,0
66706,c-6,c-6,c-2,1203,XE,EWR,CVG,569,0
66707,c-11,c-2,c-4,758,NW,MSP,DEN,680,1
66708,c-6,c-17,c-6,922,UA,EWR,ORD,719,0
66709,c-9,c-13,c-2,655,CO,ONT,IAH,1334,0
66710,c-9,c-7,c-4,1157,WN,HOU,ABQ,759,0
66711,c-9,c-24,c-7,1752,XE,AMA,IAH,519,1
66712,c-1,c-13,c-4,1918,DL,JFK,ATL,760,1
66713,c-6,c-29,c-3,949,MQ,GRB,ORD,174,0
66714,c-6,c-19,c-1,1440,WN,MDW,LAS,1521,0
66715,c-1,c-31,c-1,1505,WN,DAL,AUS,189,0
66716,c-10,c-6,c-4,1842,MQ,DFW,ABI,158,0
66717,c-9,c-8,c-5,1837,OO,TUL,DEN,541,0
66718,c-6,c-22,c-3,1306,OO,LAX,FAT,209,0
66719,c-6,c-11,c-7,2006,US,PHL,CMH,405,0
66720,c-8,c-1,c-2,655,CO,ORD,EWR,719,0
66721,c-10,c-16,c-1,1756,WN,FLL,HOU,957,1
66722,c-8,c-8,c-2,1345,UA,BOS,DEN,1754,0
66723,c-10,c-31,c-1,2114,AA,MIA,SJU,1045,1
66724,c-5,c-29,c-7,1535,WN,PHX,SAT,843,0
66725,c-10,c-26,c-3,1205,WN,SLC,OAK,588,0
66726,c-12,c-22,c-5,1223,NW,DTW,AZO,113,1
66727,c-3,c-7,c-2,1707,DL,ATL,PBI,545,0
66728,c-6,c-17,c-5,1015,NW,MSP,RSW,1416,0
66729,c-5,c-11,c-4,705,WN,RDU,MDW,632,0
66730,c-8,c-1,c-2,1505,AQ,KOA,HNL,163,0
66731,c-1,c-21,c-5,2247,NW,MSP,DLH,144,1
66732,c-7,c-10,c-7,1251,DL,ATL,SRQ,445,0
66733,c-5,c-31,c-3,1755,AA,XNA,DFW,281,0
66734,c-10,c-27,c-5,2147,MQ,BOS,JFK,187,1
66735,c-5,c-5,c-4,1519,OO,MLU,IAH,262,0
66736,c-2,c-8,c-2,1603,NW,BDL,DTW,548,0
66737,c-4,c-17,c-7,1335,DH,IAD,DTW,383,0
66738,c-1,c-2,c-7,733,UA,PHX,ORD,1440,0
66739,c-3,c-22,c-2,727,AA,ORD,DTW,235,0
66740,c-8,c-7,c-1,2017,US,CMH,LAS,1772,0
66741,c-12,c-2,c-6,724,OO,SLC,IAH,1195,0
66742,c-3,c-16,c-4,1225,WN,MDW,FLL,1166,0
66743,c-9,c-8,c-4,1103,OH,SAT,CVG,1024,0
66744,c-11,c-24,c-5,2018,MQ,ORD,MLI,139,0
66745,c-4,c-13,c-4,1335,WN,SJC,ONT,333,0
66746,c-4,c-11,c-2,1509,TZ,PHX,OGG,2845,0
66747,c-8,c-2,c-3,1901,US,SFO,LAS,414,1
66748,c-12,c-29,c-5,2000,OH,JFK,RDU,426,0
66749,c-9,c-19,c-1,1418,AA,DFW,STL,551,0
66750,c-12,c-14,c-3,1330,WN,SDF,TPA,727,0
66751,c-8,c-29,c-2,1817,OO,EKO,SLC,200,0
66752,c-6,c-5,c-1,1854,EV,ATL,EYW,646,1
66753,c-5,c-22,c-1,1400,AA,SJU,EWR,1608,0
66754,c-11,c-30,c-4,1220,NW,DTW,SEA,1927,0
66755,c-10,c-7,c-6,705,MQ,GSP,DFW,862,0
66756,c-2,c-26,c-6,2255,EV,CVG,JAN,555,0
66757,c-7,c-10,c-1,1323,CO,IAH,TPA,787,0
66758,c-12,c-10,c-6,654,UA,GEG,ORD,1498,0
66759,c-10,c-23,c-1,1057,AA,DFW,OAK,1456,0
66760,c-3,c-4,c-5,1458,DH,IAD,BNA,542,0
66761,c-1,c-29,c-7,2010,AS,SEA,SJC,697,0
66762,c-11,c-5,c-6,737,DL,ORD,SLC,1249,0
66763,c-5,c-30,c-1,624,UA,LAX,PDX,834,0
66764,c-8,c-14,c-1,1843,AQ,LIH,HNL,102,0
66765,c-2,c-5,c-6,1340,WN,HRL,HOU,276,0
66766,c-9,c-17,c-6,1041,F9,LAX,DEN,862,0
66767,c-11,c-10,c-4,1800,WN,TPA,BHM,460,0
66768,c-9,c-27,c-2,1305,WN,FLL,PHL,992,0
66769,c-9,c-14,c-3,840,WN,MDW,BWI,611,0
66770,c-6,c-4,c-7,1755,OH,LAN,CVG,258,0
66771,c-7,c-30,c-7,925,XE,IAH,RSW,861,0
66772,c-4,c-27,c-3,700,HP,JFK,PHX,2153,0
66773,c-11,c-27,c-1,905,FL,BWI,BOS,370,0
66774,c-6,c-18,c-6,1203,AA,JFK,DFW,1391,0
66775,c-3,c-22,c-3,720,OO,GTF,DEN,624,0
66776,c-6,c-23,c-4,1830,US,PHL,MCO,861,1
66777,c-12,c-20,c-3,1810,CO,DCA,IAH,1208,0
66778,c-7,c-27,c-3,1305,HP,PHX,OAK,646,0
66779,c-6,c-17,c-5,1124,XE,COS,IAH,809,0
66780,c-4,c-16,c-7,903,DL,ATL,PBI,545,0
66781,c-4,c-20,c-3,2157,AA,JFK,LAX,2475,1
66782,c-7,c-16,c-7,1545,YV,IAD,PHL,134,0
66783,c-8,c-18,c-5,1653,XE,CLE,IND,261,0
66784,c-3,c-20,c-1,632,OO,LAX,ONT,47,0
66785,c-11,c-4,c-6,854,NW,MSP,MOT,449,0
66786,c-10,c-3,c-1,2138,DL,ATL,CAE,191,0
66787,c-12,c-21,c-4,1911,AA,JFK,LAX,2475,0
66788,c-11,c-17,c-4,1116,HP,PDX,PHX,1009,0
66789,c-2,c-13,c-1,1849,DL,CVG,BDL,661,0
66790,c-7,c-6,c-4,2023,DL,CVG,SLC,1449,0
66791,c-1,c-19,c-3,706,DL,CLT,ATL,227,0
66792,c-2,c-2,c-3,818,US,RSW,PIT,966,0
66793,c-10,c-26,c-4,718,WN,TUS,LAX,451,0
66794,c-6,c-9,c-4,610,CO,LGA,IAH,1416,0
66795,c-12,c-5,c-2,2115,DL,SLC,SEA,689,0
66796,c-6,c-28,c-2,616,DL,DAY,ATL,432,0
66797,c-7,c-6,c-4,2005,AA,AUS,ORD,978,1
66798,c-5,c-7,c-6,1120,DL,SLC,ANC,2125,0
66799,c-7,c-1,c-5,1103,AA,DFW,IND,762,0
66800,c-2,c-1,c-3,1753,UA,IAD,SAN,2253,0
66801,c-6,c-13,c-2,2017,UA,ORD,SJU,2072,1
66802,c-1,c-9,c-7,1417,US,SEA,PHL,2378,1
66803,c-1,c-8,c-6,1018,EV,MYR,ATL,317,0
66804,c-9,c-29,c-5,1259,AS,SEA,ONT,956,0
66805,c-10,c-16,c-1,1040,OH,CMH,RSW,930,1
66806,c-5,c-20,c-5,1101,DL,SEA,CVG,1964,0
66807,c-5,c-29,c-7,1704,DH,PWM,IAD,494,0
66808,c-8,c-6,c-7,1650,AA,XNA,ORD,522,0
66809,c-3,c-19,c-6,1053,DL,FLL,BOS,1237,0
66810,c-11,c-17,c-5,709,CO,ORD,EWR,719,0
66811,c-9,c-24,c-7,1537,AA,SJU,FLL,1046,0
66812,c-2,c-21,c-2,829,MQ,SNA,SFO,372,0
66813,c-1,c-30,c-7,1920,WN,DAL,ELP,562,0
66814,c-11,c-17,c-4,2036,EV,SLC,TUL,926,0
66815,c-10,c-22,c-6,626,AA,SAN,DFW,1171,0
66816,c-6,c-21,c-3,2104,NW,DTW,BOS,632,1
66817,c-3,c-2,c-4,1107,FL,PHL,TPA,920,0
66818,c-2,c-2,c-4,1205,WN,SNA,LAS,226,0
66819,c-10,c-10,c-1,2344,DH,JFK,IAD,228,1
66820,c-3,c-24,c-5,2051,WN,MCO,PVD,1073,1
66821,c-11,c-16,c-4,751,AA,DFW,TPA,929,0
66822,c-1,c-30,c-1,825,DL,FLL,JFK,1069,0
66823,c-9,c-28,c-4,654,NW,GRR,MSP,408,0
66824,c-11,c-30,c-4,755,UA,MCO,SFO,2445,0
66825,c-11,c-4,c-5,2226,OO,SLC,PIH,150,0
66826,c-12,c-23,c-6,2126,NW,DTW,MSP,528,1
66827,c-10,c-30,c-1,656,AA,LAX,BOS,2611,0
66828,c-12,c-30,c-6,2231,US,PHX,SJC,621,0
66829,c-8,c-25,c-5,1444,F9,SEA,DEN,1024,0
66830,c-3,c-13,c-1,2243,B6,FLL,JFK,1069,1
66831,c-1,c-17,c-1,901,XE,CLE,BNA,448,0
66832,c-9,c-28,c-4,928,AA,LAS,SJC,386,0
66833,c-2,c-22,c-2,1245,WN,BWI,BNA,588,0
66834,c-12,c-26,c-2,1545,XE,IAH,MEM,469,0
66835,c-12,c-4,c-7,1314,OO,SLC,OMA,839,0
66836,c-4,c-4,c-2,729,US,PHL,JAX,742,0
66837,c-2,c-28,c-2,1533,NW,DTW,MKE,238,0
66838,c-1,c-3,c-2,1615,WN,ABQ,SLC,493,1
66839,c-9,c-4,c-1,700,WN,OAK,LAX,337,0
66840,c-6,c-8,c-3,1659,WN,ABQ,MAF,332,0
66841,c-8,c-2,c-3,2158,AS,PDX,PHX,1009,1
66842,c-11,c-12,c-7,1649,OO,DEN,DSM,589,1
66843,c-11,c-7,c-2,2016,WN,MDW,CLE,307,0
66844,c-5,c-21,c-6,1806,NW,PVD,MSP,1116,0
66845,c-5,c-25,c-3,1844,OO,SLC,BZN,347,0
66846,c-8,c-9,c-3,1902,UA,ORD,ALB,723,0
66847,c-6,c-2,c-4,1733,FL,ATL,BMI,533,1
66848,c-8,c-3,c-4,43,B6,JFK,CLT,541,1
66849,c-1,c-31,c-1,939,MQ,DFW,ACT,89,0
66850,c-2,c-18,c-5,1434,AS,PHX,SEA,1107,1
66851,c-3,c-28,c-1,1255,OH,EVV,CVG,170,0
66852,c-4,c-3,c-1,1040,OH,CVG,SAV,515,1
66853,c-8,c-8,c-2,1825,B6,EWR,MCO,938,0
66854,c-11,c-22,c-2,2127,NW,DTW,TPA,983,0
66855,c-7,c-22,c-6,1505,US,MSP,LAS,1300,0
66856,c-12,c-9,c-5,1305,DL,ATL,LAX,1946,0
66857,c-1,c-28,c-6,1348,XE,MKE,IAH,984,0
66858,c-11,c-17,c-5,2154,NW,SFO,DTW,2079,0
66859,c-10,c-11,c-2,837,AS,KTN,SEA,680,0
66860,c-11,c-21,c-1,1622,AA,DFW,LAS,1055,0
66861,c-6,c-24,c-6,1912,OO,DEN,MKE,895,1
